x,y,z
-0.095,0.09100000000000001,0
-0.096,0.09200000000000001,0
-0.096,0.09400000000000001,0
-0.097,0.09500000000000001,0
-0.097,0.09700000000000002,0
-0.098,0.09800000000000002,0
-0.098,0.111,0
-0.097,0.112,0
-0.097,0.114,0
-0.096,0.115,0
-0.096,0.117,0
-0.095,0.11800000000000001,0
-0.095,0.11900000000000001,0
-0.093,0.12100000000000001,0
-0.093,0.12200000000000001,0
-0.089,0.126,0
-0.088,0.126,0
-0.086,0.128,0
-0.08499999999999999,0.128,0
-0.08400000000000002,0.129,0
-0.08200000000000002,0.129,0
-0.08100000000000002,0.13,0
-0.08000000000000002,0.13,0
-0.07900000000000001,0.131,0
-0.07400000000000001,0.131,0
-0.07300000000000001,0.132,0
-0.063,0.132,0
-0.062,0.133,0
-0.057999999999999996,0.133,0
-0.056999999999999995,0.134,0
-0.05499999999999999,0.134,0
-0.05399999999999999,0.135,0
-0.05299999999999999,0.135,0
-0.05199999999999999,0.136,0
-0.05099999999999999,0.136,0
-0.04999999999999999,0.137,0
-0.04899999999999999,0.137,0
-0.04799999999999999,0.138,0
-0.046999999999999986,0.138,0
-0.045999999999999985,0.139,0
-0.044999999999999984,0.139,0
-0.04299999999999998,0.14100000000000001,0
-0.04199999999999998,0.14100000000000001,0
-0.030000000000000027,0.15300000000000002,0
-0.030000000000000027,0.15400000000000003,0
-0.028000000000000025,0.15600000000000003,0
-0.028000000000000025,0.15700000000000003,0
-0.027000000000000024,0.15800000000000003,0
-0.027000000000000024,0.15900000000000003,0
-0.026000000000000023,0.16000000000000003,0
-0.026000000000000023,0.16100000000000003,0
-0.025000000000000022,0.16200000000000003,0
-0.025000000000000022,0.16300000000000003,0
-0.02400000000000002,0.16400000000000003,0
-0.02400000000000002,0.16500000000000004,0
-0.02300000000000002,0.16600000000000004,0
-0.02300000000000002,0.16900000000000004,0
-0.02200000000000002,0.17000000000000004,0
-0.02200000000000002,0.17300000000000004,0
-0.02100000000000002,0.17400000000000004,0
-0.02100000000000002,0.191,0
-0.02200000000000002,0.192,0
-0.02200000000000002,0.195,0
-0.02300000000000002,0.196,0
-0.02300000000000002,0.199,0
-0.02400000000000002,0.2,0
-0.02400000000000002,0.201,0
-0.025000000000000022,0.202,0
-0.025000000000000022,0.203,0
-0.026000000000000023,0.20400000000000001,0
-0.026000000000000023,0.20500000000000002,0
-0.027000000000000024,0.20600000000000002,0
-0.027000000000000024,0.20700000000000002,0
-0.029000000000000026,0.20900000000000002,0
-0.029000000000000026,0.21000000000000002,0
-0.031000000000000028,0.21200000000000002,0
-0.031000000000000028,0.21300000000000002,0
-0.04099999999999998,0.22300000000000003,0
-0.04199999999999998,0.22300000000000003,0
-0.043999999999999984,0.22500000000000003,0
-0.044999999999999984,0.22500000000000003,0
-0.046999999999999986,0.22700000000000004,0
-0.04799999999999999,0.22700000000000004,0
-0.04899999999999999,0.22800000000000004,0
-0.04999999999999999,0.22800000000000004,0
-0.05099999999999999,0.22900000000000004,0
-0.05199999999999999,0.22900000000000004,0
-0.05299999999999999,0.23000000000000004,0
-0.05499999999999999,0.23000000000000004,0
-0.055999999999999994,0.23100000000000004,0
-0.057999999999999996,0.23100000000000004,0
-0.059,0.23200000000000004,0
-0.062,0.23200000000000004,0
-0.063,0.23300000000000004,0
-0.07500000000000001,0.23300000000000004,0
-0.07600000000000001,0.23400000000000004,0
-0.07900000000000001,0.23400000000000004,0
-0.08000000000000002,0.23500000000000004,0
-0.08200000000000002,0.23500000000000004,0
-0.08300000000000002,0.23600000000000004,0
-0.08400000000000002,0.23600000000000004,0
-0.08499999999999999,0.23700000000000004,0
-0.086,0.23700000000000004,0
-0.087,0.23800000000000004,0
-0.088,0.23800000000000004,0
-0.093,0.24300000000000005,0
-0.093,0.24400000000000005,0
-0.095,0.246,0
-0.095,0.247,0
-0.096,0.248,0
-0.096,0.25,0
-0.097,0.251,0
-0.097,0.253,0
-0.098,0.254,0
-0.098,0.267,0
-0.097,0.268,0
-0.097,0.27,0
-0.096,0.271,0
-0.096,0.273,0
-0.094,0.275,0
-0.094,0.276,0
-0.087,0.28300000000000003,0
-0.086,0.28300000000000003,0
-0.08499999999999999,0.28400000000000003,0
-0.08400000000000002,0.28400000000000003,0
-0.08300000000000002,0.28500000000000003,0
-0.08200000000000002,0.28500000000000003,0
-0.08100000000000002,0.28600000000000003,0
-0.07900000000000001,0.28600000000000003,0
-0.07800000000000001,0.28700000000000003,0
-0.065,0.28700000000000003,0
-0.064,0.28600000000000003,0
-0.062,0.28600000000000003,0
-0.061,0.28500000000000003,0
-0.06,0.28500000000000003,0
-0.059,0.28400000000000003,0
-0.057999999999999996,0.28400000000000003,0
-0.056999999999999995,0.28300000000000003,0
-0.055999999999999994,0.28300000000000003,0
-0.05299999999999999,0.28,0
-0.05199999999999999,0.28,0
-0.05199999999999999,0.279,0
-0.04899999999999999,0.276,0
-0.04899999999999999,0.275,0
-0.046999999999999986,0.273,0
-0.046999999999999986,0.271,0
-0.045999999999999985,0.27,0
-0.045999999999999985,0.268,0
-0.044999999999999984,0.267,0
-0.044999999999999984,0.26,0
-0.043999999999999984,0.259,0
-0.043999999999999984,0.251,0
-0.04299999999999998,0.25,0
-0.04299999999999998,0.247,0
-0.04199999999999998,0.246,0
-0.04199999999999998,0.24400000000000005,0
-0.04099999999999998,0.24300000000000005,0
-0.04099999999999998,0.24100000000000005,0
-0.03999999999999998,0.24000000000000005,0
-0.03999999999999998,0.23900000000000005,0
-0.03899999999999998,0.23800000000000004,0
-0.03899999999999998,0.23700000000000004,0
-0.03699999999999998,0.23500000000000004,0
-0.03699999999999998,0.23400000000000004,0
-0.035999999999999976,0.23300000000000004,0
-0.035999999999999976,0.23200000000000004,0
-0.03200000000000003,0.22800000000000004,0
-0.03200000000000003,0.22700000000000004,0
-0.027000000000000024,0.22200000000000003,0
-0.026000000000000023,0.22200000000000003,0
-0.02200000000000002,0.21800000000000003,0
-0.02100000000000002,0.21800000000000003,0
-0.020000000000000018,0.21700000000000003,0
-0.019000000000000017,0.21700000000000003,0
-0.017000000000000015,0.21500000000000002,0
-0.016000000000000014,0.21500000000000002,0
-0.015000000000000013,0.21400000000000002,0
-0.014000000000000012,0.21400000000000002,0
-0.013000000000000012,0.21300000000000002,0
-0.01200000000000001,0.21300000000000002,0
-0.01100000000000001,0.21200000000000002,0
-0.009000000000000008,0.21200000000000002,0
-0.008000000000000007,0.21100000000000002,0
-0.0050000000000000044,0.21100000000000002,0
-0.0040000000000000036,0.21000000000000002,0
0.0030000000000000027,0.21000000000000002,0
0.0040000000000000036,0.20900000000000002,0
0.013000000000000012,0.20900000000000002,0
0.014000000000000012,0.20800000000000002,0
0.016000000000000014,0.20800000000000002,0
0.017000000000000015,0.20700000000000002,0
0.019000000000000017,0.20700000000000002,0
0.02100000000000002,0.20500000000000002,0
0.02200000000000002,0.20500000000000002,0
0.02899999999999997,0.198,0
0.02899999999999997,0.197,0
0.02999999999999997,0.196,0
0.02999999999999997,0.195,0
0.030999999999999972,0.194,0
0.030999999999999972,0.193,0
0.03199999999999997,0.192,0
0.03199999999999997,0.189,0
0.032999999999999974,0.188,0
0.032999999999999974,0.17700000000000005,0
0.03199999999999997,0.17600000000000005,0
0.03199999999999997,0.17300000000000004,0
0.030999999999999972,0.17200000000000004,0
0.030999999999999972,0.17000000000000004,0
0.02899999999999997,0.16800000000000004,0
0.02899999999999997,0.16700000000000004,0
0.027000000000000024,0.16500000000000004,0
0.027000000000000024,0.16400000000000003,0
0.025000000000000022,0.16200000000000003,0
0.02400000000000002,0.16200000000000003,0
0.02100000000000002,0.15900000000000003,0
0.020000000000000018,0.15900000000000003,0
0.019000000000000017,0.15800000000000003,0
0.017000000000000015,0.15800000000000003,0
0.016000000000000014,0.15700000000000003,0
0.014000000000000012,0.15700000000000003,0
0.013000000000000012,0.15600000000000003,0
0.009000000000000008,0.15600000000000003,0
0.008000000000000007,0.15500000000000003,0
-0.0030000000000000027,0.15500000000000003,0
-0.0040000000000000036,0.15400000000000003,0
-0.007000000000000006,0.15400000000000003,0
-0.008000000000000007,0.15300000000000002,0
-0.010000000000000009,0.15300000000000002,0
-0.01100000000000001,0.15200000000000002,0
-0.013000000000000012,0.15200000000000002,0
-0.015000000000000013,0.15000000000000002,0
-0.016000000000000014,0.15000000000000002,0
-0.017000000000000015,0.14900000000000002,0
-0.018000000000000016,0.14900000000000002,0
-0.019000000000000017,0.14800000000000002,0
-0.020000000000000018,0.14800000000000002,0
-0.02200000000000002,0.14600000000000002,0
-0.02300000000000002,0.14600000000000002,0
-0.027000000000000024,0.14200000000000002,0
-0.028000000000000025,0.14200000000000002,0
-0.031000000000000028,0.139,0
-0.031000000000000028,0.138,0
-0.03500000000000003,0.134,0
-0.03500000000000003,0.133,0
-0.03699999999999998,0.131,0
-0.03699999999999998,0.13,0
-0.03799999999999998,0.129,0
-0.03799999999999998,0.128,0
-0.03999999999999998,0.126,0
-0.03999999999999998,0.125,0
-0.04099999999999998,0.12400000000000001,0
-0.04099999999999998,0.12200000000000001,0
-0.04199999999999998,0.12100000000000001,0
-0.04199999999999998,0.11900000000000001,0
-0.04299999999999998,0.11800000000000001,0
-0.04299999999999998,0.115,0
-0.043999999999999984,0.114,0
-0.043999999999999984,0.106,0
-0.044999999999999984,0.105,0
-0.044999999999999984,0.104,0
-0.043999999999999984,0.103,0
-0.043999999999999984,0.09500000000000001,0
-0.04299999999999998,0.09400000000000001,0
-0.04299999999999998,0.09100000000000001,0
-0.04199999999999998,0.09000000000000001,0
-0.04199999999999998,0.08800000000000001,0
-0.04099999999999998,0.08700000000000001,0
-0.04099999999999998,0.085,0
-0.03899999999999998,0.083,0
-0.03899999999999998,0.082,0
-0.03799999999999998,0.081,0
-0.03799999999999998,0.08,0
-0.03699999999999998,0.079,0
-0.03699999999999998,0.078,0
-0.03500000000000003,0.076,0
-0.03500000000000003,0.075,0
-0.02300000000000002,0.06300000000000001,0
-0.02200000000000002,0.06300000000000001,0
-0.020000000000000018,0.06100000000000001,0
-0.019000000000000017,0.06100000000000001,0
-0.018000000000000016,0.06000000000000001,0
-0.017000000000000015,0.06000000000000001,0
-0.016000000000000014,0.05900000000000001,0
-0.015000000000000013,0.05900000000000001,0
-0.014000000000000012,0.05800000000000001,0
-0.013000000000000012,0.05800000000000001,0
-0.01200000000000001,0.05700000000000001,0
-0.01100000000000001,0.05700000000000001,0
-0.010000000000000009,0.05600000000000001,0
-0.007000000000000006,0.05600000000000001,0
-0.006000000000000005,0.05500000000000001,0
-0.0030000000000000027,0.05500000000000001,0
-0.0020000000000000018,0.054000000000000006,0
0.009000000000000008,0.054000000000000006,0
0.010000000000000009,0.053000000000000005,0
0.014000000000000012,0.053000000000000005,0
0.015000000000000013,0.052000000000000005,0
0.017000000000000015,0.052000000000000005,0
0.018000000000000016,0.051000000000000004,0
0.019000000000000017,0.051000000000000004,0
0.020000000000000018,0.05,0
0.02100000000000002,0.05,0
0.02300000000000002,0.048,0
0.02400000000000002,0.048,0
0.027000000000000024,0.045,0
0.027000000000000024,0.044,0
0.02999999999999997,0.040999999999999995,0
0.02999999999999997,0.039999999999999994,0
0.030999999999999972,0.03899999999999999,0
0.030999999999999972,0.03700000000000002,0
0.03199999999999997,0.03600000000000002,0
0.03199999999999997,0.034000000000000016,0
0.032999999999999974,0.033000000000000015,0
0.032999999999999974,0.021000000000000005,0
0.03199999999999997,0.020000000000000004,0
0.03199999999999997,0.018000000000000002,0
0.030999999999999972,0.017,0
0.030999999999999972,0.015,0
0.02999999999999997,0.013999999999999999,0
0.02999999999999997,0.013000000000000012,0
0.02899999999999997,0.01200000000000001,0
0.02899999999999997,0.01100000000000001,0
0.02200000000000002,0.0040000000000000036,0
0.02100000000000002,0.0040000000000000036,0
0.020000000000000018,0.0030000000000000027,0
0.019000000000000017,0.0030000000000000027,0
0.018000000000000016,0.0020000000000000018,0
0.016000000000000014,0.0020000000000000018,0
0.015000000000000013,0.0010000000000000009,0
0.013000000000000012,0.0010000000000000009,0
0.01200000000000001,0.0,0
